Product Type,SKU,Price,Availability,Number of products sold,Revenue generated,Customer demographics,Stock levels,Lead times,Order quantities,Shipping times,Shipping carriers,Shipping costs,Supplier name,Location,Production volumes,Manufacturing lead time,Manufacturing costs,Inspection results,Defect rates,Transportation modes,Routes,Costs,Timestamp
Eyeliner,SKU-1035,92.43,Out of Stock,2,261.91,Teen,231,5,20,6,UPS,49.18,Supplier B,Mexico,4289,21,2151.51,Pass,0.0309,Air,Route-45,8017.96,2024-06-12
Blush,SKU-1032,73.53,Pre-Order,9,781.96,Teen,241,13,35,9,FedEx,35.66,Supplier B,India,4047,18,1008.34,Fail,0.0182,Road,Route-26,6450.25,2024-06-12
Foundation,SKU-1012,22.79,Pre-Order,16,861.72,Senior,238,7,53,3,DHL,8.18,Supplier B,India,4008,27,1929.0,Fail,0.0338,Air,Route-3,1119.98,2024-06-12
Eyeliner,SKU-1024,80.89,In Stock,4,435.02,Senior,363,5,19,3,DHL,26.28,Supplier B,China,1921,1,604.93,Fail,0.0014,Road,Route-22,5184.66,2024-06-12
Eyeliner,SKU-1049,68.74,Out of Stock,20,2051.31,Senior,68,10,19,2,FedEx,32.81,Supplier B,China,7946,16,2298.61,Fail,0.0072,Road,Route-17,5254.86,2024-06-12
Lipstick,SKU-1037,12.42,Out of Stock,13,282.99,Teen,439,13,56,3,FedEx,48.53,Supplier B,Germany,2492,29,3158.48,Pass,0.0485,Sea,Route-49,6406.77,2024-06-12
Eyeliner,SKU-1023,21.71,In Stock,1,31.97,Adult,495,3,46,8,DHL,41.19,Supplier B,Germany,8126,12,2642.39,Pass,0.0063,Road,Route-34,7117.47,2024-06-12
Lipstick,SKU-1002,22.21,Pre-Order,9,341.41,Senior,218,11,97,9,UPS,48.71,Supplier B,Germany,9771,5,3519.35,Pass,0.0474,Road,Route-46,5919.18,2024-06-12
Mascara,SKU-1014,74.37,In Stock,1,70.43,Teen,295,6,45,10,UPS,35.04,Supplier C,India,7460,2,4299.07,Pass,0.1188,Air,Route-3,2985.3,2024-06-12
Lipstick,SKU-1048,61.2,Pre-Order,8,903.16,Senior,279,5,93,1,UPS,39.29,Supplier C,Mexico,5017,27,4441.4,Fail,0.0208,Road,Route-47,2787.49,2024-06-12
Foundation,SKU-1049,68.74,Out of Stock,1,163.31,Teen,85,8,84,6,DHL,22.42,Supplier A,India,9243,15,733.49,Fail,0.0027,Road,Route-41,3878.16,2024-06-12
Foundation,SKU-1010,93.49,In Stock,8,1183.65,Adult,192,14,89,8,DHL,40.65,Supplier C,USA,8776,14,1174.85,Fail,0.0115,Road,Route-37,7942.78,2024-06-12
Mascara,SKU-1029,67.32,Out of Stock,13,1174.48,Senior,148,8,44,9,USPS,27.32,Supplier B,USA,3480,3,852.88,Fail,0.1218,Road,Route-1,3929.36,2024-06-12
Lipstick,SKU-1003,66.55,Pre-Order,18,1912.11,Teen,227,14,53,5,USPS,5.31,Supplier C,USA,5197,4,1570.19,Fail,0.0441,Air,Route-15,6831.38,2024-06-12
Eyeliner,SKU-1009,61.93,In Stock,10,829.75,Senior,219,5,22,8,DHL,8.36,Supplier A,Mexico,9693,1,4694.04,Pass,0.0089,Sea,Route-2,1605.89,2024-06-12
Lipstick,SKU-1001,90.71,Out of Stock,1,150.89,Teen,489,7,95,7,DHL,28.6,Supplier C,Mexico,2546,11,3493.25,Pass,0.0167,Sea,Route-37,6792.75,2024-06-12
Mascara,SKU-1008,53.77,Pre-Order,4,238.39,Adult,415,13,28,1,USPS,31.71,Supplier B,Mexico,1752,13,3361.79,Fail,0.1553,Air,Route-23,5835.96,2024-06-12
Mascara,SKU-1025,65.65,Pre-Order,8,688.14,Senior,241,13,1,2,UPS,14.18,Supplier A,China,2453,18,4591.74,Pass,0.1128,Sea,Route-21,5414.6,2024-06-12
Eyeliner,SKU-1044,34.13,Pre-Order,12,350.39,Adult,13,14,11,8,USPS,13.51,Supplier C,India,1492,7,3025.31,Pass,0.016,Sea,Route-42,8995.95,2024-06-12
Mascara,SKU-1020,83.16,Out of Stock,19,2124.07,Teen,148,12,33,2,UPS,33.72,Supplier A,China,6239,2,794.6,Fail,0.1371,Road,Route-28,9465.54,2024-06-12
Foundation,SKU-1007,10.24,In Stock,2,32.0,Adult,353,7,53,7,UPS,41.79,Supplier C,India,9793,4,4379.16,Fail,0.0014,Air,Route-27,3408.59,2024-06-12
Blush,SKU-1033,93.35,Out of Stock,17,1407.88,Senior,411,9,35,6,FedEx,45.27,Supplier A,Germany,349,21,4923.31,Pass,0.0119,Sea,Route-12,4078.23,2024-06-12
Eyeliner,SKU-1048,61.2,In Stock,11,581.23,Teen,174,13,26,7,DHL,16.49,Supplier C,Mexico,9609,22,4949.15,Pass,0.009,Road,Route-9,7933.54,2024-06-12
Foundation,SKU-1037,12.42,Out of Stock,13,259.73,Adult,139,8,90,8,DHL,29.49,Supplier B,India,1712,12,886.0,Pass,0.0494,Road,Route-2,3136.33,2024-06-12
Lipstick,SKU-1043,95.24,Out of Stock,7,1489.1,Senior,20,2,78,5,USPS,28.47,Supplier B,Mexico,8883,15,4902.96,Pass,0.0082,Sea,Route-45,9660.26,2024-06-12
Mascara,SKU-1005,39.39,Out of Stock,2,80.78,Teen,121,2,28,6,FedEx,34.45,Supplier A,China,9763,2,2956.42,Fail,0.092,Road,Route-40,8184.7,2024-06-12
Lipstick,SKU-1044,34.13,Pre-Order,4,223.61,Senior,489,1,73,6,USPS,15.29,Supplier C,India,2084,8,4540.91,Pass,0.0395,Road,Route-17,1232.19,2024-06-12
Blush,SKU-1024,80.89,Pre-Order,19,1465.34,Adult,111,7,7,10,UPS,22.76,Supplier B,China,4291,22,1655.71,Fail,0.04,Air,Route-1,5260.31,2024-06-12
Blush,SKU-1034,11.27,Out of Stock,19,266.11,Adult,18,13,8,7,DHL,44.27,Supplier B,India,5627,6,699.22,Fail,0.025,Road,Route-19,8404.91,2024-06-12
Eyeliner,SKU-1026,29.52,In Stock,7,260.9,Adult,314,6,40,7,UPS,48.66,Supplier B,USA,6129,1,3917.11,Fail,0.0364,Sea,Route-1,580.56,2024-06-12
Mascara,SKU-1012,22.79,In Stock,3,78.4,Teen,242,3,15,6,UPS,13.31,Supplier B,China,8729,30,1834.03,Pass,0.0666,Road,Route-24,217.49,2024-06-12
Mascara,SKU-1032,73.53,Pre-Order,2,173.45,Adult,464,1,16,10,FedEx,14.11,Supplier B,USA,7349,26,3250.12,Fail,0.1272,Air,Route-19,729.97,2024-06-12
Mascara,SKU-1021,24.69,Pre-Order,20,712.95,Adult,236,1,24,7,FedEx,29.58,Supplier C,China,3216,14,2989.18,Fail,0.1295,Air,Route-46,7665.92,2024-06-12
Mascara,SKU-1015,76.71,Pre-Order,15,1038.17,Teen,4,13,22,1,USPS,38.31,Supplier B,Mexico,8552,12,1832.66,Fail,0.1803,Sea,Route-20,4131.63,2024-06-12
Mascara,SKU-1042,27.26,In Stock,12,274.48,Senior,258,11,7,6,UPS,32.48,Supplier B,China,8814,15,4130.11,Fail,0.1927,Road,Route-35,952.79,2024-06-12
Foundation,SKU-1027,24.1,Pre-Order,8,375.85,Adult,299,5,69,5,DHL,7.31,Supplier C,China,5799,27,3193.41,Pass,0.0347,Air,Route-2,226.09,2024-06-12
Blush,SKU-1033,93.35,Pre-Order,5,474.38,Adult,174,4,21,4,DHL,47.59,Supplier B,Germany,1519,13,4640.96,Fail,0.0299,Air,Route-9,2264.2,2024-06-12
Lipstick,SKU-1030,32.56,Out of Stock,10,656.98,Teen,66,1,100,8,FedEx,11.58,Supplier A,USA,8265,17,2601.69,Fail,0.0304,Air,Route-28,7080.53,2024-06-12
Mascara,SKU-1016,44.94,Out of Stock,8,461.37,Adult,434,10,10,1,DHL,32.06,Supplier A,Mexico,6780,23,2209.21,Fail,0.1999,Sea,Route-23,3927.24,2024-06-12
Lipstick,SKU-1021,24.69,Pre-Order,14,755.53,Senior,24,1,52,6,FedEx,21.12,Supplier A,China,545,9,3457.9,Fail,0.035,Road,Route-22,2247.49,2024-06-12
Blush,SKU-1004,66.7,Out of Stock,18,1586.91,Senior,20,12,21,9,DHL,8.36,Supplier B,China,8655,21,4202.13,Fail,0.0166,Sea,Route-13,8848.28,2024-06-12
Lipstick,SKU-1043,95.24,Pre-Order,3,653.16,Teen,372,5,96,10,DHL,39.36,Supplier B,India,328,15,3368.84,Pass,0.0159,Sea,Route-19,5098.6,2024-06-12
Blush,SKU-1046,55.69,Pre-Order,18,1046.74,Adult,87,3,18,6,UPS,20.43,Supplier B,India,3799,4,3075.92,Pass,0.0296,Sea,Route-3,8225.33,2024-06-12
Blush,SKU-1045,57.87,Pre-Order,11,602.54,Adult,130,11,5,4,USPS,28.2,Supplier C,Mexico,9239,2,1307.33,Pass,0.0275,Sea,Route-8,7309.77,2024-06-12
Eyeliner,SKU-1042,27.26,In Stock,17,505.04,Senior,387,4,6,6,UPS,39.59,Supplier C,Germany,9612,14,4636.55,Fail,0.0112,Sea,Route-35,8511.96,2024-06-12
Blush,SKU-1003,66.55,In Stock,1,77.41,Adult,118,1,46,6,DHL,48.24,Supplier C,Mexico,3776,21,572.8,Fail,0.0387,Air,Route-49,3337.96,2024-06-12
Blush,SKU-1009,61.93,Pre-Order,1,76.75,Adult,86,11,19,3,UPS,12.15,Supplier C,China,8158,25,2533.28,Fail,0.0405,Road,Route-28,5369.77,2024-06-12
Eyeliner,SKU-1031,48.54,In Stock,20,1119.26,Teen,41,3,8,6,FedEx,18.62,Supplier B,China,9543,12,4708.29,Fail,0.0486,Air,Route-25,6239.5,2024-06-12
Eyeliner,SKU-1043,95.24,Pre-Order,1,111.32,Senior,335,8,23,8,UPS,15.45,Supplier C,Mexico,2538,13,2618.68,Fail,0.0429,Road,Route-42,6206.14,2024-06-12
Eyeliner,SKU-1012,22.79,In Stock,20,600.31,Senior,95,10,49,8,FedEx,11.83,Supplier C,Mexico,9634,29,4013.28,Fail,0.0106,Air,Route-46,7133.58,2024-06-12
Eyeliner,SKU-1016,44.94,In Stock,19,951.6,Senior,194,3,34,9,USPS,24.92,Supplier B,Germany,2733,1,2369.99,Fail,0.0273,Road,Route-37,3883.11,2024-06-12
Foundation,SKU-1001,90.71,Pre-Order,15,2169.79,Senior,340,6,88,1,DHL,36.97,Supplier C,USA,650,1,1521.18,Fail,0.0158,Air,Route-27,8711.44,2024-06-12
Eyeliner,SKU-1002,22.21,Out of Stock,16,350.71,Senior,81,6,17,3,USPS,33.54,Supplier B,India,320,4,1692.84,Fail,0.0131,Air,Route-19,1467.38,2024-06-12
Blush,SKU-1004,66.7,In Stock,8,434.65,Teen,366,1,43,7,DHL,23.0,Supplier B,Germany,5785,26,4368.56,Fail,0.0161,Air,Route-15,9381.77,2024-06-12
Blush,SKU-1049,68.74,In Stock,10,889.69,Teen,384,9,44,8,DHL,48.66,Supplier A,Mexico,2823,13,3307.8,Fail,0.0295,Road,Route-13,2170.68,2024-06-12
Eyeliner,SKU-1006,26.84,Out of Stock,3,92.95,Teen,474,3,15,7,USPS,48.08,Supplier B,China,4619,16,2910.24,Fail,0.0095,Sea,Route-34,360.94,2024-06-12
Mascara,SKU-1015,76.71,In Stock,10,927.25,Adult,305,3,44,6,UPS,36.7,Supplier A,India,9310,23,1741.13,Fail,0.1176,Road,Route-29,7772.65,2024-06-12
Lipstick,SKU-1038,95.23,In Stock,3,524.03,Adult,75,10,74,6,USPS,15.34,Supplier C,Mexico,2922,9,3658.56,Pass,0.0243,Sea,Route-43,5125.13,2024-06-12
Mascara,SKU-1022,68.05,Pre-Order,1,63.46,Teen,178,1,29,7,FedEx,6.59,Supplier B,Germany,6929,26,4628.52,Pass,0.057,Air,Route-48,3719.33,2024-06-12
Blush,SKU-1028,69.89,Pre-Order,5,520.64,Teen,277,4,1,6,UPS,28.06,Supplier A,USA,7983,7,3415.14,Fail,0.0053,Air,Route-46,7395.89,2024-06-12
Eyeliner,SKU-1023,21.71,In Stock,4,123.24,Senior,77,6,34,1,DHL,12.58,Supplier C,Mexico,6747,8,1382.74,Pass,0.0385,Road,Route-35,5339.69,2024-06-12
Blush,SKU-1013,53.88,Pre-Order,20,1343.17,Teen,13,12,19,4,FedEx,31.97,Supplier B,India,4952,29,628.86,Fail,0.0266,Sea,Route-26,2522.8,2024-06-12
Eyeliner,SKU-1004,66.7,In Stock,12,814.84,Adult,467,2,18,7,USPS,17.09,Supplier A,Germany,6456,13,2073.38,Fail,0.0416,Sea,Route-25,7682.38,2024-06-12
Blush,SKU-1043,95.24,In Stock,6,782.3,Teen,92,6,7,5,FedEx,42.72,Supplier B,China,5318,10,1894.62,Fail,0.0081,Air,Route-10,536.89,2024-06-12
Blush,SKU-1047,95.61,In Stock,16,1536.7,Senior,292,7,20,8,DHL,32.02,Supplier B,China,7495,27,3460.87,Fail,0.0404,Road,Route-19,2784.53,2024-06-12
Blush,SKU-1026,29.52,Pre-Order,8,247.02,Senior,463,14,43,6,FedEx,46.88,Supplier B,China,9088,13,2314.91,Fail,0.0166,Road,Route-27,8882.08,2024-06-12
Mascara,SKU-1042,27.26,Pre-Order,20,728.32,Teen,290,9,5,6,UPS,12.28,Supplier C,USA,5130,22,3885.14,Fail,0.0669,Air,Route-29,6334.59,2024-06-12
Eyeliner,SKU-1029,67.32,In Stock,20,1811.05,Adult,434,13,43,3,USPS,45.86,Supplier A,USA,8468,3,1689.84,Pass,0.0188,Sea,Route-16,5113.6,2024-06-12
Blush,SKU-1004,66.7,Pre-Order,1,59.87,Teen,373,13,36,7,UPS,6.47,Supplier B,China,1662,24,3323.02,Fail,0.0028,Road,Route-4,3272.53,2024-06-12
Mascara,SKU-1043,95.24,In Stock,20,2164.45,Teen,300,13,35,7,UPS,21.5,Supplier C,USA,7677,6,2722.65,Fail,0.1562,Road,Route-12,8338.32,2024-06-12
Eyeliner,SKU-1021,24.69,In Stock,7,143.97,Senior,487,7,4,7,UPS,8.48,Supplier B,India,535,2,2491.78,Pass,0.0301,Air,Route-49,1298.33,2024-06-12
Blush,SKU-1002,22.21,Out of Stock,14,320.47,Teen,154,11,35,7,UPS,46.99,Supplier B,Mexico,3695,20,4857.65,Fail,0.0056,Sea,Route-46,1073.13,2024-06-12
Eyeliner,SKU-1004,66.7,Pre-Order,1,68.88,Senior,394,7,11,3,DHL,39.07,Supplier B,Germany,6313,24,1792.16,Pass,0.0257,Air,Route-19,792.19,2024-06-12
Blush,SKU-1001,90.71,In Stock,8,779.48,Senior,399,6,49,8,USPS,30.33,Supplier B,India,4201,15,2665.77,Fail,0.017,Air,Route-21,896.49,2024-06-12
Lipstick,SKU-1039,80.91,Pre-Order,7,1015.47,Senior,159,6,84,4,USPS,33.82,Supplier A,USA,2804,17,4939.2,Pass,0.0209,Road,Route-24,2828.84,2024-06-12
Blush,SKU-1040,27.8,Out of Stock,4,92.32,Teen,12,10,2,9,UPS,39.61,Supplier C,India,1519,27,1104.12,Fail,0.0124,Air,Route-33,3150.08,2024-06-12
Eyeliner,SKU-1034,11.27,Pre-Order,15,173.51,Senior,414,6,9,8,FedEx,42.48,Supplier C,USA,4125,12,1317.12,Pass,0.0191,Road,Route-37,390.63,2024-06-12
Foundation,SKU-1003,66.55,Pre-Order,16,2485.27,Senior,456,14,73,3,USPS,8.57,Supplier C,Germany,199,2,981.81,Pass,0.0166,Road,Route-45,2198.69,2024-06-12
Lipstick,SKU-1032,73.53,Pre-Order,3,366.01,Teen,444,5,97,3,USPS,19.75,Supplier C,Mexico,282,26,2771.79,Fail,0.0118,Air,Route-20,2831.8,2024-06-12
Eyeliner,SKU-1037,12.42,Pre-Order,4,66.41,Adult,222,12,3,10,USPS,37.75,Supplier A,India,1610,22,3263.68,Fail,0.0092,Road,Route-35,7834.15,2024-06-12
Mascara,SKU-1018,43.23,Out of Stock,6,318.45,Senior,488,9,5,10,UPS,43.61,Supplier A,USA,3904,22,4970.97,Fail,0.1474,Air,Route-40,8797.92,2024-06-12
Lipstick,SKU-1034,11.27,Pre-Order,5,97.71,Senior,25,12,73,8,FedEx,43.86,Supplier A,China,3039,15,548.83,Pass,0.0381,Road,Route-14,5795.69,2024-06-12
Mascara,SKU-1020,83.16,Pre-Order,1,75.65,Adult,306,10,47,10,UPS,30.41,Supplier A,China,7534,18,1370.99,Pass,0.0547,Road,Route-34,2506.7,2024-06-12
Eyeliner,SKU-1010,93.49,Out of Stock,5,658.98,Teen,300,8,6,5,FedEx,27.14,Supplier A,China,5803,10,1773.81,Pass,0.0327,Air,Route-13,9296.51,2024-06-12
Blush,SKU-1040,27.8,Pre-Order,16,547.09,Senior,30,14,32,10,DHL,45.57,Supplier C,China,2685,1,3134.48,Pass,0.034,Sea,Route-49,436.84,2024-06-12
Mascara,SKU-1000,57.25,Pre-Order,6,480.98,Adult,330,13,4,6,UPS,29.89,Supplier A,USA,6065,17,2680.36,Pass,0.1955,Road,Route-37,2228.75,2024-06-12
Blush,SKU-1013,53.88,Pre-Order,2,134.55,Senior,132,3,17,7,FedEx,36.07,Supplier B,India,6770,7,1659.17,Pass,0.0066,Road,Route-36,5656.87,2024-06-12
Blush,SKU-1007,10.24,Out of Stock,12,129.07,Adult,133,10,14,8,UPS,25.73,Supplier C,Germany,9991,12,4526.65,Pass,0.0141,Air,Route-32,1119.86,2024-06-12
Eyeliner,SKU-1048,61.2,In Stock,12,959.56,Adult,499,2,31,1,FedEx,9.14,Supplier C,China,4359,21,1218.36,Pass,0.0294,Air,Route-23,4813.65,2024-06-12
Mascara,SKU-1038,95.23,Pre-Order,18,1500.98,Senior,391,5,11,5,FedEx,25.66,Supplier A,China,5642,17,4378.51,Fail,0.162,Road,Route-1,4136.94,2024-06-12
Lipstick,SKU-1015,76.71,Pre-Order,5,599.93,Adult,48,7,94,6,DHL,48.15,Supplier C,Germany,5885,22,3164.44,Fail,0.0376,Road,Route-31,4798.71,2024-06-12
Blush,SKU-1011,75.45,Out of Stock,11,731.88,Teen,363,1,33,5,UPS,11.47,Supplier B,Germany,4665,27,3052.32,Fail,0.0222,Sea,Route-36,5478.11,2024-06-12
Lipstick,SKU-1022,68.05,Pre-Order,13,1581.95,Senior,234,4,55,9,UPS,26.84,Supplier B,USA,7397,23,1959.28,Pass,0.0245,Sea,Route-9,4895.43,2024-06-12
Eyeliner,SKU-1001,90.71,Pre-Order,17,1851.65,Senior,497,2,35,8,USPS,7.4,Supplier B,China,4981,25,4302.99,Pass,0.0296,Sea,Route-9,6970.55,2024-06-12
Mascara,SKU-1036,18.64,Pre-Order,16,410.29,Teen,100,9,46,5,DHL,30.03,Supplier B,Germany,4800,26,1990.5,Pass,0.1894,Air,Route-15,9611.61,2024-06-12
Eyeliner,SKU-1012,22.79,Out of Stock,14,390.71,Senior,275,6,43,4,FedEx,43.3,Supplier C,China,1723,4,4857.82,Fail,0.0496,Air,Route-14,9720.99,2024-06-12
Blush,SKU-1006,26.84,Pre-Order,4,97.68,Teen,155,2,22,10,DHL,20.29,Supplier C,Germany,8195,14,2673.95,Pass,0.025,Sea,Route-6,8720.25,2024-06-12
Eyeliner,SKU-1045,57.87,Out of Stock,16,975.1,Senior,329,11,36,8,USPS,43.54,Supplier A,Germany,4484,16,4908.21,Pass,0.045,Sea,Route-23,9873.68,2024-06-12
Mascara,SKU-1013,53.88,Pre-Order,9,688.94,Teen,453,13,13,3,DHL,8.61,Supplier A,China,3509,16,3016.23,Fail,0.0758,Sea,Route-4,3647.19,2024-06-12
Eyeliner,SKU-1040,27.8,In Stock,13,290.4,Teen,324,3,37,4,USPS,42.35,Supplier C,India,2062,3,3396.12,Pass,0.0164,Air,Route-31,3628.08,2024-06-12
Foundation,SKU-1036,18.64,Pre-Order,5,161.32,Adult,401,6,84,5,UPS,32.55,Supplier C,USA,8830,28,4411.23,Fail,0.042,Road,Route-2,3789.77,2024-06-12
Eyeliner,SKU-1007,10.24,Out of Stock,1,12.17,Teen,304,4,38,5,FedEx,14.69,Supplier B,China,3858,15,4078.49,Fail,0.0289,Sea,Route-5,8871.0,2024-06-12
Mascara,SKU-1037,12.42,Pre-Order,12,136.96,Senior,109,8,28,10,USPS,40.18,Supplier C,China,831,22,4398.12,Pass,0.0517,Sea,Route-5,5563.72,2024-06-12
Blush,SKU-1006,26.84,Pre-Order,12,324.57,Adult,43,1,39,3,UPS,32.2,Supplier C,India,431,23,3058.34,Pass,0.031,Air,Route-35,4876.76,2024-06-12
Blush,SKU-1036,18.64,Pre-Order,18,422.45,Teen,205,10,37,6,UPS,29.32,Supplier A,Mexico,9240,2,2427.72,Fail,0.03,Air,Route-41,8311.89,2024-06-12
Lipstick,SKU-1026,29.52,In Stock,16,809.35,Senior,139,9,73,10,DHL,14.15,Supplier A,Germany,2707,2,2885.58,Pass,0.0022,Air,Route-49,6869.96,2024-06-12
Blush,SKU-1007,10.24,Out of Stock,8,94.32,Senior,309,3,17,8,FedEx,39.09,Supplier A,China,1597,9,2095.05,Fail,0.0016,Air,Route-37,2026.37,2024-06-12
Blush,SKU-1007,10.24,Out of Stock,19,183.84,Adult,476,12,5,7,DHL,8.22,Supplier B,China,1672,2,1894.65,Fail,0.0387,Air,Route-13,6937.34,2024-06-12
Eyeliner,SKU-1031,48.54,Pre-Order,13,616.5,Teen,32,6,11,7,USPS,13.64,Supplier A,Germany,1412,13,1777.99,Fail,0.0225,Sea,Route-3,9069.49,2024-06-12
Foundation,SKU-1034,11.27,Out of Stock,7,151.31,Teen,106,14,87,9,FedEx,8.92,Supplier B,India,8184,27,1049.32,Fail,0.0303,Road,Route-8,7814.35,2024-06-12
Mascara,SKU-1022,68.05,In Stock,5,439.53,Adult,382,11,41,3,FedEx,20.29,Supplier A,Mexico,4446,15,1421.26,Fail,0.1928,Road,Route-19,8713.62,2024-06-12
Mascara,SKU-1030,32.56,Pre-Order,9,398.25,Adult,225,11,25,7,DHL,46.0,Supplier B,India,7521,20,4785.53,Pass,0.109,Air,Route-36,3650.65,2024-06-12
Eyeliner,SKU-1024,80.89,In Stock,11,1055.1,Senior,86,2,42,5,DHL,45.0,Supplier B,USA,4487,29,3244.63,Fail,0.0235,Air,Route-44,8265.55,2024-06-12
Mascara,SKU-1037,12.42,In Stock,4,52.84,Adult,56,14,16,8,USPS,12.95,Supplier A,India,7590,10,2566.16,Fail,0.1402,Road,Route-30,5203.66,2024-06-12
Lipstick,SKU-1030,32.56,Out of Stock,10,776.22,Adult,250,10,64,4,USPS,13.61,Supplier C,India,396,16,1358.23,Fail,0.0001,Sea,Route-7,3661.54,2024-06-12
Blush,SKU-1038,95.23,Out of Stock,3,411.16,Adult,63,6,15,10,UPS,18.67,Supplier C,China,1204,6,3724.06,Pass,0.0151,Sea,Route-15,3201.51,2024-06-12
Lipstick,SKU-1037,12.42,In Stock,15,322.9,Senior,494,5,69,9,DHL,29.21,Supplier A,Germany,1252,23,617.96,Fail,0.011,Air,Route-48,4875.22,2024-06-12
Blush,SKU-1041,41.44,In Stock,20,851.66,Adult,106,12,26,2,DHL,23.12,Supplier A,China,626,9,2884.61,Fail,0.0123,Road,Route-19,9318.55,2024-06-12
Blush,SKU-1030,32.56,In Stock,18,831.11,Senior,146,1,19,2,USPS,19.7,Supplier C,India,4988,1,548.2,Pass,0.0277,Sea,Route-24,2470.27,2024-06-12
Lipstick,SKU-1015,76.71,Out of Stock,10,1839.59,Teen,366,4,58,5,DHL,20.95,Supplier B,India,792,17,1728.32,Pass,0.0331,Sea,Route-20,5530.17,2024-06-12
Eyeliner,SKU-1041,41.44,Pre-Order,4,179.06,Teen,421,7,32,10,UPS,21.17,Supplier C,Germany,1874,6,805.23,Fail,0.0086,Road,Route-38,5371.84,2024-06-12
Blush,SKU-1030,32.56,Out of Stock,13,514.07,Teen,299,7,34,1,DHL,46.4,Supplier B,USA,2777,19,3431.85,Fail,0.0159,Air,Route-10,9736.29,2024-06-12
Eyeliner,SKU-1030,32.56,In Stock,3,101.52,Senior,53,8,21,7,UPS,12.96,Supplier C,Germany,9804,12,3416.98,Pass,0.0299,Air,Route-23,9569.65,2024-06-12
Mascara,SKU-1019,51.77,Out of Stock,2,148.83,Teen,193,1,1,6,USPS,38.18,Supplier A,Germany,5316,28,706.06,Fail,0.1076,Sea,Route-3,4092.16,2024-06-12
Eyeliner,SKU-1003,66.55,Out of Stock,9,613.2,Teen,296,13,15,9,UPS,5.28,Supplier C,Germany,9180,9,4768.39,Fail,0.0499,Air,Route-12,1641.22,2024-06-12
Lipstick,SKU-1025,65.65,Out of Stock,1,121.46,Adult,102,4,97,5,FedEx,27.33,Supplier B,China,8943,27,4164.57,Pass,0.0282,Sea,Route-23,6659.51,2024-06-12
Blush,SKU-1035,92.43,Out of Stock,14,1437.43,Senior,76,2,36,2,FedEx,36.46,Supplier C,USA,2893,24,3824.47,Pass,0.0458,Sea,Route-23,1125.36,2024-06-12
Eyeliner,SKU-1030,32.56,Pre-Order,13,591.07,Adult,286,2,24,7,UPS,8.31,Supplier A,Mexico,5002,1,3221.06,Pass,0.0421,Road,Route-18,7255.1,2024-06-12
Blush,SKU-1013,53.88,In Stock,7,533.16,Adult,258,12,40,8,UPS,33.35,Supplier A,China,9886,23,2706.4,Fail,0.0345,Sea,Route-8,2232.01,2024-06-12
Foundation,SKU-1046,55.69,Out of Stock,9,1119.45,Adult,63,4,78,5,UPS,29.81,Supplier B,China,8290,1,1972.43,Pass,0.0205,Air,Route-46,5538.92,2024-06-12
Lipstick,SKU-1009,61.93,In Stock,10,1041.3,Adult,13,1,56,9,UPS,18.08,Supplier B,India,4701,18,889.74,Pass,0.0236,Air,Route-34,1580.46,2024-06-12
Mascara,SKU-1003,66.55,In Stock,9,798.21,Senior,132,12,45,6,UPS,10.76,Supplier C,India,4547,29,4588.53,Fail,0.1906,Road,Route-25,2236.86,2024-06-12
Mascara,SKU-1014,74.37,Pre-Order,17,1294.02,Adult,81,11,41,1,DHL,31.2,Supplier A,USA,679,12,558.51,Pass,0.0857,Road,Route-47,9403.28,2024-06-12
Lipstick,SKU-1035,92.43,Out of Stock,6,978.74,Senior,129,8,89,3,USPS,6.55,Supplier A,Mexico,6480,29,2587.6,Pass,0.0211,Sea,Route-18,7411.29,2024-06-12
Foundation,SKU-1023,21.71,Pre-Order,14,725.62,Senior,14,2,50,8,USPS,8.75,Supplier B,Mexico,3201,25,3742.93,Pass,0.0461,Sea,Route-14,7899.09,2024-06-12
Foundation,SKU-1037,12.42,Out of Stock,3,62.95,Teen,88,10,73,1,FedEx,15.97,Supplier B,Mexico,5948,12,1271.49,Fail,0.0496,Road,Route-26,3498.57,2024-06-12
Eyeliner,SKU-1034,11.27,Out of Stock,10,98.93,Teen,458,11,17,6,DHL,35.82,Supplier C,Germany,4488,8,4838.2,Fail,0.0169,Sea,Route-18,8739.79,2024-06-12
Lipstick,SKU-1036,18.64,Out of Stock,5,208.35,Adult,52,11,94,3,USPS,30.97,Supplier C,Mexico,7238,16,4030.63,Pass,0.022,Air,Route-29,8783.33,2024-06-12
Lipstick,SKU-1046,55.69,In Stock,1,117.27,Teen,149,1,69,9,USPS,37.3,Supplier A,Germany,5617,6,2508.37,Pass,0.0178,Air,Route-36,5518.13,2024-06-12
Eyeliner,SKU-1033,93.35,In Stock,5,548.79,Senior,461,13,14,10,FedEx,11.86,Supplier B,Germany,2944,9,662.31,Pass,0.0196,Sea,Route-35,8458.39,2024-06-12
Foundation,SKU-1038,95.23,Pre-Order,16,2837.99,Adult,397,5,62,8,USPS,44.35,Supplier B,USA,2286,9,1280.33,Pass,0.029,Road,Route-8,4041.37,2024-06-12
Blush,SKU-1019,51.77,Pre-Order,13,803.72,Adult,393,9,18,10,FedEx,22.85,Supplier A,Mexico,7610,11,3793.97,Fail,0.0152,Sea,Route-41,1984.7,2024-06-12
